order_id,order_date,store_id,sku,product_name,category,qty,unit_price,currency,customer_id,payment_method
O-900053,2026-09-25,S-02,SKU-3,Milk,Dairy,1,2.20,USD,C-0053,card
O-900054,2026-09-26,S-03,SKU-4,Eggs,Dairy,12,0.35,EUR,C-0054,cash
O-900055,2026-09-27,S-01,SKU-5,Coffee,Beverages,8,8.99,GBP,C-0055,card
O-900056,2026-09-28,S-02,SKU-1,Apple,Produce,9,1.50,USD,C-0056,cash
O-900057,2026-09-01,S-03,SKU-2,Bread,Bakery,2,3.00,USD,C-0057,card
O-900058,2026-09-02,S-01,SKU-3,Milk,Dairy,7,2.20,USD,C-0058,cash
O-900059,2026-09-03,S-02,SKU-4,Eggs,Dairy,2,0.35,EUR,C-0059,card
O-900060,2026-09-04,S-03,SKU-999,Coffee,Beverages,9,8.99,GBP,C-0060,cash
O-900061,2026-09-05,S-01,SKU-1,Apple,Produce,5,1.50,USD,C-0061,card
O-900062,2026-09-06,S-02,SKU-2,Bread,Bakery,11,3.00,USD,C-0062,cash
O-900063,2026-09-07,S-03,SKU-3,Milk,Dairy,10,2.20,USD,C-0063,card
O-900064,2026-09-08,S-01,SKU-4,Eggs,Dairy,6,0.35,EUR,C-0064,cash
O-900065,2026-09-09,S-02,SKU-5,Coffee,Beverages,10,8.99,GBP,C-0065,card
O-900066,2026-09-10,S-03,SKU-1,Apple,Produce,4,1.50,USD,C-0066,cash
O-900067,2026-09-11,S-01,SKU-2,Bread,Bakery,12,3.00,USD,C-0067,card
O-900068,2026-09-12,S-02,SKU-3,Milk,Dairy,2,2.20,USD,C-0068,cash
O-900069,2026-09-13,S-03,SKU-4,Eggs,Dairy,1,0.35,EUR,C-0069,card
O-900070,2026-09-14,S-01,SKU-5,Coffee,Beverages,11,8.99,GBP,C-0070,cash
O-900071,2026-09-15,S-02,SKU-1,Apple,Produce,4,1.50,USD,C-0071,card
O-900072,2026-09-16,S-03,SKU-2,Bread,Bakery,5,3.00,USD,C-0072,cash
O-900073,2026-09-17,S-01,SKU-3,Milk,Dairy,2,2.20,USD,C-0073,card
O-900074,2026-09-18,S-02,SKU-4,Eggs,Dairy,4,0.35,EUR,C-0074,cash
O-900075,2026-09-19,S-03,SKU-5,Coffee,Beverages,2,8.99,GBP,C-0075,card
O-900076,2026-09-20,S-01,SKU-1,Apple,Produce,7,1.50,USD,C-0076,cash
O-900077,2026-09-21,S-02,SKU-2,Bread,Bakery,5,3.00,USD,C-0077,card
O-900078,2026-09-22,S-03,SKU-3,Milk,Dairy,8,2.20,USD,C-0078,cash
O-900079,2026-09-23,S-01,SKU-4,Eggs,Dairy,11,0.35,EUR,C-0079,card
O-900080,2026-09-24,S-02,SKU-5,Coffee,Beverages,6,,GBP,C-0080,cash
O-900081,2026-09-25,S-03,SKU-1,Apple,Produce,3,1.50,USD,C-0081,card
O-900082,2026-09-26,S-01,SKU-2,Bread,Bakery,6,3.00,USD,C-0082,cash
O-900083,2026-09-27,S-02,SKU-3,Milk,Dairy,6,2.20,USD,C-0083,card
O-900084,2026-09-28,S-03,SKU-4,Eggs,Dairy,4,0.35,EUR,C-0084,cash
O-900085,2026-09-01,S-01,SKU-5,Coffee,Beverages,11,8.99,GBP,C-0085,card
O-900086,2026-09-02,S-02,SKU-1,Apple,Produce,5,1.50,USD,C-0086,cash
O-900087,2026-09-03,S-03,SKU-2,Bread,Bakery,12,3.00,USD,C-0087,card
O-900088,2026-09-04,S-01,SKU-3,Milk,Dairy,11,2.20,USD,C-0088,cash
O-900089,2026-09-05,S-02,SKU-4,Eggs,Dairy,11,0.35,EUR,C-0089,card
O-900090,2026-09-06,S-03,SKU-5,Coffee,Beverages,2,8.99,GBP,C-0090,cash
O-900091,2026-09-07,S-01,SKU-1,Apple,Produce,10,1.50,USD,C-0091,card
O-900092,2026-09-08,S-02,SKU-2,Bread,Bakery,11,3.00,USD,C-0092,cash
O-900093,2026-09-09,S-03,SKU-3,Milk,Dairy,3,2.20,USD,C-0093,card
O-900094,2026-09-10,S-01,SKU-4,Eggs,Dairy,9,0.35,EUR,C-0094,cash
O-900095,2026-09-11,S-02,SKU-5,Coffee,Beverages,12,8.99,GBP,C-0095,card
O-900096,2026-09-12,S-03,SKU-1,Apple,Produce,4,1.50,USD,C-0096,cash
O-900097,2026-09-13,S-01,SKU-2,Bread,Bakery,3,3.00,USD,C-0097,card
O-900098,2026-09-14,S-02,SKU-3,Milk,Dairy,8,2.20,USD,C-0098,cash
O-900099,2026-09-15,S-03,SKU-4,Eggs,Dairy,7,0.35,EUR,C-0099,card
,2026-09-16,S-01,SKU-5,Coffee,Beverages,5,8.99,GBP,C-0100,cash
O-900101,2026-09-17,S-02,SKU-1,Apple,Produce,11,1.50,USD,C-0101,card
O-900102,2026-09-18,S-03,SKU-2,Bread,Bakery,12,3.00,USD,C-0102,cash
O-900103,2026-09-19,S-01,SKU-3,Milk,Dairy,9,2.20,USD,C-0103,card
O-900104,2026-09-20,S-02,SKU-4,Eggs,Dairy,4,0.35,EUR,C-0104,cash
O-900105,2026-09-21,S-03,SKU-5,Coffee,Beverages,11,8.99,GBP,C-0105,card
O-900106,2026-09-22,S-01,SKU-1,Apple,Produce,6,1.50,USD,C-0106,cash
O-900107,2026-09-23,S-02,SKU-2,Bread,Bakery,1,3.00,USD,C-0107,card
O-900108,2026-09-24,S-03,SKU-3,Milk,Dairy,4,2.20,USD,C-0108,cash
O-900109,2026-09-25,S-01,SKU-4,Eggs,Dairy,1,0.35,EUR,C-0109,card
O-900110,2026-09-26,S-02,SKU-5,Coffee,Beverages,6,8.99,GBP,C-0110,cash
O-900111,2026-09-27,S-03,SKU-1,Apple,Produce,7,1.50,USD,C-0111,card
O-900112,2026-09-28,S-01,SKU-2,Bread,Bakery,5,3.00,USD,C-0112,cash
O-900113,2026-09-01,S-02,SKU-3,Milk,Dairy,2,2.20,USD,C-0113,card
O-900114,2026-09-02,S-03,SKU-4,Eggs,Dairy,4,0.35,EUR,C-0114,cash
O-900115,2026-09-03,S-01,SKU-5,Coffee,Beverages,10,8.99,GBP,C-0115,card
O-900116,2026-09-04,S-02,SKU-1,Apple,Produce,12,1.50,USD,C-0116,cash
O-900117,2026-09-05,S-03,SKU-2,Bread,Bakery,6,3.00,USD,C-0117,card
O-900118,2026-09-06,S-01,SKU-3,Milk,Dairy,4,2.20,USD,C-0118,cash
O-900119,2026-09-07,S-02,SKU-4,Eggs,Dairy,11,0.35,EUR,C-0119,card
O-900120,2026-09-08,S-03,SKU-5,Coffee,Beverages,8,8.99,XYZ,C-0120,cash
O-900121,2026-09-09,S-01,SKU-1,Apple,Produce,7,1.50,USD,C-0121,card
O-900122,2026-09-10,S-02,SKU-2,Bread,Bakery,11,3.00,USD,C-0122,cash
O-900123,2026-09-11,S-03,SKU-3,Milk,Dairy,8,2.20,USD,C-0123,card
O-900124,2026-09-12,S-01,SKU-4,Eggs,Dairy,3,0.35,EUR,C-0124,cash
O-900125,2026-09-13,S-02,SKU-5,Coffee,Beverages,5,8.99,GBP,C-0125,card
O-900126,2026-09-14,S-03,SKU-1,Apple,Produce,3,1.50,USD,C-0126,cash
O-900127,2026-09-15,S-01,SKU-2,Bread,Bakery,4,3.00,USD,C-0127,card
O-900128,2026-09-16,S-02,SKU-3,Milk,Dairy,12,2.20,USD,C-0128,cash
O-900129,2026-09-17,S-03,SKU-4,Eggs,Dairy,9,0.35,EUR,C-0129,card
O-900130,2026-09-18,S-01,SKU-5,Coffee,Beverages,9,8.99,GBP,C-0130,cash
O-900131,2026-09-19,S-02,SKU-1,Apple,Produce,5,1.50,USD,C-0131,card
O-900132,2026-09-20,S-03,SKU-2,Bread,Bakery,12,3.00,USD,C-0132,cash
O-900133,2026-09-21,S-01,SKU-3,Milk,Dairy,10,2.20,USD,C-0133,card
O-900134,2026-09-22,S-02,SKU-4,Eggs,Dairy,7,0.35,EUR,C-0134,cash
O-900135,2026-09-23,S-03,SKU-5,Coffee,Beverages,10,8.99,GBP,C-0135,card
O-900136,2026-09-24,S-01,SKU-1,Apple,Produce,7,1.50,USD,C-0136,cash
O-900137,2026-09-25,S-02,SKU-2,Bread,Bakery,6,3.00,USD,C-0137,card
O-900138,2026-09-26,S-03,SKU-3,Milk,Dairy,4,2.20,USD,C-0138,cash
O-900139,2026-09-27,S-01,SKU-4,Eggs,Dairy,3,0.35,EUR,C-0139,card
O-900140,2026-09-28,S-02,SKU-5,Coffee,Beverages,9,8.99,GBP,C-0140,bitcoin
O-900141,2026-09-01,S-03,SKU-1,Apple,Produce,8,1.50,USD,C-0141,card
O-900142,2026-09-02,S-01,SKU-2,Bread,Bakery,2,3.00,USD,C-0142,cash
O-900143,2026-09-03,S-02,SKU-3,Milk,Dairy,1,2.20,USD,C-0143,card
O-900144,2026-09-04,S-03,SKU-4,Eggs,Dairy,2,0.35,EUR,C-0144,cash
O-900145,2026-09-05,S-01,SKU-5,Coffee,Beverages,3,8.99,GBP,C-0145,card
O-900146,2026-09-06,S-02,SKU-1,Apple,Produce,11,1.50,USD,C-0146,cash
O-900147,2026-09-07,S-03,SKU-2,Bread,Bakery,3,3.00,USD,C-0147,card
O-900148,2026-09-08,S-01,SKU-3,Milk,Dairy,11,2.20,USD,C-0148,cash
O-900149,2026-09-09,S-02,SKU-4,Eggs,Dairy,7,0.35,EUR,C-0149,card
O-900150,2026-09-10,S-03,SKU-5,Coffee,Beverages,10,8.99,GBP,C-0150,cash
O-900151,2026-09-11,S-01,SKU-1,Apple,Produce,2,1.50,USD,C-0151,card
O-900152,2026-09-12,S-02,SKU-2,Bread,Bakery,7,3.00,USD,C-0152,cash
O-900153,2026-09-13,S-03,SKU-3,Milk,Dairy,7,2.20,USD,C-0153,card
O-900154,2026-09-14,S-01,SKU-4,Eggs,Dairy,10,0.35,EUR,C-0154,cash
O-900155,2026-09-15,S-02,SKU-5,Coffee,Beverages,8,8.99,GBP,C-0155,card
O-900156,2026-09-16,S-03,SKU-1,Apple,Produce,9,1.50,USD,C-0156,cash
O-900157,2026-09-17,S-01,SKU-2,Bread,Bakery,5,3.00,USD,C-0157,card
O-900158,2026-09-18,S-02,SKU-3,Milk,Dairy,9,2.20,USD,C-0158,cash
O-900159,2026-09-19,S-03,SKU-4,Eggs,Dairy,1,0.35,EUR,C-0159,card
O-900160,2026-09-20,S-01,SKU-5,Coffee,Beverages,0,8.99,GBP,C-0160,cash
O-900161,2026-09-21,S-02,SKU-1,Apple,Produce,12,1.50,USD,C-0161,card
O-900162,2026-09-22,S-03,SKU-2,Bread,Bakery,2,3.00,USD,C-0162,cash
O-900163,2026-09-23,S-01,SKU-3,Milk,Dairy,11,2.20,USD,C-0163,card
O-900164,2026-09-24,S-02,SKU-4,Eggs,Dairy,9,0.35,EUR,C-0164,cash
O-900165,2026-09-25,S-03,SKU-5,Coffee,Beverages,5,8.99,GBP,C-0165,card
O-900166,2026-09-26,S-01,SKU-1,Apple,Produce,11,1.50,USD,C-0166,cash
O-900167,2026-09-27,S-02,SKU-2,Bread,Bakery,6,3.00,USD,C-0167,card
O-900168,2026-09-28,S-03,SKU-3,Milk,Dairy,2,2.20,USD,C-0168,cash
O-900169,2026-09-01,S-01,SKU-4,Eggs,Dairy,5,0.35,EUR,C-0169,card
O-900170,2026-09-02,S-02,SKU-5,Coffee,Beverages,7,8.99,GBP,C-0170,cash
O-900171,2026-09-03,S-03,SKU-1,Apple,Produce,3,1.50,USD,C-0171,card
O-900172,2026-09-04,S-01,SKU-2,Bread,Bakery,8,3.00,USD,C-0172,cash
O-900173,2026-09-05,S-02,SKU-3,Milk,Dairy,1,2.20,USD,C-0173,card
O-900174,2026-09-06,S-03,SKU-4,Eggs,Dairy,12,0.35,EUR,C-0174,cash
O-900175,2026-09-07,S-01,SKU-5,Coffee,Beverages,12,8.99,GBP,C-0175,card
O-900176,2026-09-08,S-02,SKU-1,Apple,Produce,5,1.50,USD,C-0176,cash
O-900177,2026-09-09,S-03,SKU-2,Bread,Bakery,9,3.00,USD,C-0177,card
O-900178,2026-09-10,S-01,SKU-3,Milk,Dairy,3,2.20,USD,C-0178,cash
O-900179,2026-09-11,S-02,SKU-4,Eggs,Dairy,9,0.35,EUR,C-0179,card
O-900180,bad-date,S-03,SKU-5,Coffee,Beverages,2,8.99,GBP,C-0180,cash
O-900181,2026-09-13,S-01,SKU-1,Apple,Produce,11,1.50,USD,C-0181,card
O-900182,2026-09-14,S-02,SKU-2,Bread,Bakery,5,3.00,USD,C-0182,cash
O-900183,2026-09-15,S-03,SKU-3,Milk,Dairy,11,2.20,USD,C-0183,card
O-900184,2026-09-16,S-01,SKU-4,Eggs,Dairy,9,0.35,EUR,C-0184,cash
O-900185,2026-09-17,S-02,SKU-5,Coffee,Beverages,10,8.99,GBP,C-0185,card
O-900186,2026-09-18,S-03,SKU-1,Apple,Produce,4,1.50,USD,C-0186,cash
O-900187,2026-09-19,S-01,SKU-2,Bread,Bakery,3,3.00,USD,C-0187,card
O-900188,2026-09-20,S-02,SKU-3,Milk,Dairy,6,2.20,USD,C-0188,cash
O-900189,2026-09-21,S-03,SKU-4,Eggs,Dairy,3,0.35,EUR,C-0189,card
O-900190,2026-09-22,S-01,SKU-5,Coffee,Beverages,9,8.99,GBP,C-0190,cash
O-900191,2026-09-23,S-02,SKU-1,Apple,Produce,9,1.50,USD,C-0191,card
O-900192,2026-09-24,S-03,SKU-2,Bread,Bakery,1,3.00,USD,C-0192,cash
O-900193,2026-09-25,S-01,SKU-3,Milk,Dairy,10,2.20,USD,C-0193,card
O-900194,2026-09-26,S-02,SKU-4,Eggs,Dairy,6,0.35,EUR,C-0194,cash
O-900195,2026-09-27,S-03,SKU-5,Coffee,Beverages,8,8.99,GBP,C-0195,card
O-900196,2026-09-28,S-01,SKU-1,Apple,Produce,1,1.50,USD,C-0196,cash
O-900197,2026-09-01,S-02,SKU-2,Bread,Bakery,2,3.00,USD,C-0197,card
O-900198,2026-09-02,S-03,SKU-3,Milk,Dairy,6,2.20,USD,C-0198,cash
O-900199,2026-09-03,S-01,SKU-4,Eggs,Dairy,5,0.35,EUR,C-0199,card
O-900200,2026-09-04,S-02,SKU-5,Coffee,Beverages,-3,8.99,GBP,C-0200,cash
O-900201,2026-09-05,S-03,SKU-1,Apple,Produce,1,1.50,USD,C-0201,card
O-900202,2026-09-06,S-01,SKU-2,Bread,Bakery,4,3.00,USD,C-0202,cash
O-900203,2026-09-07,S-02,SKU-3,Milk,Dairy,10,2.20,USD,C-0203,card
O-900204,2026-09-08,S-03,SKU-4,Eggs,Dairy,2,0.35,EUR,C-0204,cash
O-900205,2026-09-09,S-01,SKU-5,Coffee,Beverages,2,8.99,GBP,C-0205,card
O-900206,2026-09-10,S-02,SKU-1,Apple,Produce,12,1.50,USD,C-0206,cash
O-900207,2026-09-11,S-03,SKU-2,Bread,Bakery,8,3.00,USD,C-0207,card
O-900208,2026-09-12,S-01,SKU-3,Milk,Dairy,2,2.20,USD,C-0208,cash
O-900209,2026-09-13,S-02,SKU-4,Eggs,Dairy,9,0.35,EUR,C-0209,card
O-900210,2026-09-14,S-03,SKU-5,Coffee,Beverages,3,8.99,GBP,C-0210,cash
O-900211,2026-09-15,S-01,SKU-1,Apple,Produce,3,1.50,USD,C-0211,card
O-900212,2026-09-16,S-02,SKU-2,Bread,Bakery,11,3.00,USD,C-0212,cash
O-900213,2026-09-17,S-03,SKU-3,Milk,Dairy,8,2.20,USD,C-0213,card
O-900214,2026-09-18,S-01,SKU-4,Eggs,Dairy,9,0.35,EUR,C-0214,cash
O-900215,2026-09-19,S-02,SKU-5,Coffee,Beverages,3,8.99,GBP,C-0215,card
O-900216,2026-09-20,S-03,SKU-1,Apple,Produce,5,1.50,USD,C-0216,cash
O-900217,2026-09-21,S-01,SKU-2,Bread,Bakery,9,3.00,USD,C-0217,card
O-900218,2026-09-22,S-02,SKU-3,Milk,Dairy,10,2.20,USD,C-0218,cash
O-900219,2026-09-23,S-03,SKU-4,Eggs,Dairy,7,0.35,EUR,C-0219,card
O-900220,2026-09-24,S-01,SKU-999,Coffee,Beverages,4,8.99,GBP,C-0220,cash
O-900221,2026-09-25,S-02,SKU-1,Apple,Produce,9,1.50,USD,C-0221,card
O-900222,2026-09-26,S-03,SKU-2,Bread,Bakery,12,3.00,USD,C-0222,cash
O-900223,2026-09-27,S-01,SKU-3,Milk,Dairy,12,2.20,USD,C-0223,card
O-900224,2026-09-28,S-02,SKU-4,Eggs,Dairy,4,0.35,EUR,C-0224,cash
O-900225,2026-09-01,S-03,SKU-5,Coffee,Beverages,12,8.99,GBP,C-0225,card
O-900226,2026-09-02,S-01,SKU-1,Apple,Produce,5,1.50,USD,C-0226,cash
O-900227,2026-09-03,S-02,SKU-2,Bread,Bakery,7,3.00,USD,C-0227,card
O-900228,2026-09-04,S-03,SKU-3,Milk,Dairy,11,2.20,USD,C-0228,cash
O-900229,2026-09-05,S-01,SKU-4,Eggs,Dairy,11,0.35,EUR,C-0229,card
O-900230,2026-09-06,S-02,SKU-5,Coffee,Beverages,6,8.99,GBP,C-0230,cash
O-900231,2026-09-07,S-03,SKU-1,Apple,Produce,8,1.50,USD,C-0231,card
O-900232,2026-09-08,S-01,SKU-2,Bread,Bakery,9,3.00,USD,C-0232,cash
O-900233,2026-09-09,S-02,SKU-3,Milk,Dairy,8,2.20,USD,C-0233,card
O-900234,2026-09-10,S-03,SKU-4,Eggs,Dairy,2,0.35,EUR,C-0234,cash
O-900235,2026-09-11,S-01,SKU-5,Coffee,Beverages,4,8.99,GBP,C-0235,card
O-900236,2026-09-12,S-02,SKU-1,Apple,Produce,4,1.50,USD,C-0236,cash
O-900237,2026-09-13,S-03,SKU-2,Bread,Bakery,2,3.00,USD,C-0237,card
O-900238,2026-09-14,S-01,SKU-3,Milk,Dairy,6,2.20,USD,C-0238,cash
O-900239,2026-09-15,S-02,SKU-4,Eggs,Dairy,1,0.35,EUR,C-0239,card
O-900240,2026-09-16,S-03,SKU-5,Coffee,Beverages,10,,GBP,C-0240,cash
O-900241,2026-09-17,S-01,SKU-1,Apple,Produce,9,1.50,USD,C-0241,card
O-900242,2026-09-18,S-02,SKU-2,Bread,Bakery,4,3.00,USD,C-0242,cash
O-900243,2026-09-19,S-03,SKU-3,Milk,Dairy,10,2.20,USD,C-0243,card
O-900244,2026-09-20,S-01,SKU-4,Eggs,Dairy,4,0.35,EUR,C-0244,cash
O-900245,2026-09-21,S-02,SKU-5,Coffee,Beverages,1,8.99,GBP,C-0245,card
O-900246,2026-09-22,S-03,SKU-1,Apple,Produce,2,1.50,USD,C-0246,cash
O-900247,2026-09-23,S-01,SKU-2,Bread,Bakery,12,3.00,USD,C-0247,card
O-900248,2026-09-24,S-02,SKU-3,Milk,Dairy,11,2.20,USD,C-0248,cash
O-900249,2026-09-25,S-03,SKU-4,Eggs,Dairy,1,0.35,EUR,C-0249,card
O-900250,2026-09-26,S-01,SKU-5,Coffee,Beverages,4,8.99,GBP,C-0250,cash
O-900251,2026-09-27,S-02,SKU-1,Apple,Produce,2,1.50,USD,C-0251,card
O-900252,2026-09-28,S-03,SKU-2,Bread,Bakery,1,3.00,USD,C-0252,cash
O-900253,2026-09-01,S-01,SKU-3,Milk,Dairy,6,2.20,USD,C-0253,card
O-900254,2026-09-02,S-02,SKU-4,Eggs,Dairy,2,0.35,EUR,C-0254,cash
O-900255,2026-09-03,S-03,SKU-5,Coffee,Beverages,9,8.99,GBP,C-0255,card
O-900256,2026-09-04,S-01,SKU-1,Apple,Produce,4,1.50,USD,C-0256,cash
O-900257,2026-09-05,S-02,SKU-2,Bread,Bakery,5,3.00,USD,C-0257,card
O-900258,2026-09-06,S-03,SKU-3,Milk,Dairy,11,2.20,USD,C-0258,cash
O-900259,2026-09-07,S-01,SKU-4,Eggs,Dairy,8,0.35,EUR,C-0259,card
,2026-09-08,S-02,SKU-5,Coffee,Beverages,4,8.99,GBP,C-0260,cash
O-900261,2026-09-09,S-03,SKU-1,Apple,Produce,9,1.50,USD,C-0261,card
O-900262,2026-09-10,S-01,SKU-2,Bread,Bakery,3,3.00,USD,C-0262,cash
O-900263,2026-09-11,S-02,SKU-3,Milk,Dairy,12,2.20,USD,C-0263,card
O-900264,2026-09-12,S-03,SKU-4,Eggs,Dairy,10,0.35,EUR,C-0264,cash
O-900265,2026-09-13,S-01,SKU-5,Coffee,Beverages,10,8.99,GBP,C-0265,card
O-900266,2026-09-14,S-02,SKU-1,Apple,Produce,8,1.50,USD,C-0266,cash
O-900267,2026-09-15,S-03,SKU-2,Bread,Bakery,4,3.00,USD,C-0267,card
O-900268,2026-09-16,S-01,SKU-3,Milk,Dairy,8,2.20,USD,C-0268,cash
O-900269,2026-09-17,S-02,SKU-4,Eggs,Dairy,7,0.35,EUR,C-0269,card
O-900270,2026-09-18,S-03,SKU-5,Coffee,Beverages,4,8.99,GBP,C-0270,cash
O-900271,2026-09-19,S-01,SKU-1,Apple,Produce,2,1.50,USD,C-0271,card
O-900272,2026-09-20,S-02,SKU-2,Bread,Bakery,2,3.00,USD,C-0272,cash
O-900273,2026-09-21,S-03,SKU-3,Milk,Dairy,11,2.20,USD,C-0273,card
O-900274,2026-09-22,S-01,SKU-4,Eggs,Dairy,7,0.35,EUR,C-0274,cash
O-900275,2026-09-23,S-02,SKU-5,Coffee,Beverages,6,8.99,GBP,C-0275,card
O-900276,2026-09-24,S-03,SKU-1,Apple,Produce,7,1.50,USD,C-0276,cash
O-900277,2026-09-25,S-01,SKU-2,Bread,Bakery,7,3.00,USD,C-0277,card
O-900278,2026-09-26,S-02,SKU-3,Milk,Dairy,8,2.20,USD,C-0278,cash
O-900279,2026-09-27,S-03,SKU-4,Eggs,Dairy,12,0.35,EUR,C-0279,card
O-900280,2026-09-28,S-01,SKU-5,Coffee,Beverages,1,8.99,XYZ,C-0280,cash
O-900281,2026-09-01,S-02,SKU-1,Apple,Produce,11,1.50,USD,C-0281,card
O-900282,2026-09-02,S-03,SKU-2,Bread,Bakery,11,3.00,USD,C-0282,cash
O-900283,2026-09-03,S-01,SKU-3,Milk,Dairy,11,2.20,USD,C-0283,card
O-900284,2026-09-04,S-02,SKU-4,Eggs,Dairy,2,0.35,EUR,C-0284,cash
O-900285,2026-09-05,S-03,SKU-5,Coffee,Beverages,1,8.99,GBP,C-0285,card
O-900286,2026-09-06,S-01,SKU-1,Apple,Produce,7,1.50,USD,C-0286,cash
O-900287,2026-09-07,S-02,SKU-2,Bread,Bakery,12,3.00,USD,C-0287,card
O-900288,2026-09-08,S-03,SKU-3,Milk,Dairy,6,2.20,USD,C-0288,cash
O-900289,2026-09-09,S-01,SKU-4,Eggs,Dairy,2,0.35,EUR,C-0289,card
